source,id,date,ownership,chosen_animal,companion_livestock,animal_experience - Dog,animal_experience - Cat,animal_experience - Fish,animal_experience - Bird,animal_experience - Rabbit,animal_experience - Ferret,"animal_experience - Small rodent (e.g., hamster, gerbil, chinchilla)",animal_experience - Reptile,animal_experience - Horse,animal_experience - Cow,animal_experience - Pig,animal_experience - Goat,animal_experience - Sheep,animal_experience - Llama,animal_experience - Poultry,animal_experience - Small animal,animal_experience - Large animal,animal_experience - Other,animal_activities - Feeding,animal_activities - Cleaning,animal_activities - Grooming,animal_activities - Training,animal_activities - Petting/playing,animal_activities - Engaging in therapy sessions,animal_activities - Riding/handling,animal_activities - Horseback riding,animal_activities - Dog showing or livestock competitions,animal_activities - Animal-related club or extracurricular activity,animal_activities - Volunteering in an animal shelter or animal therapy program,activities_score,care_score,ccas1,ccas2,ccas3,ccas4,ccas5,ccas6,ccas7,ccas8,ccas9,ccas10,ccas11,laps1,laps2,laps3,laps4,laps5,laps6,laps7,laps8,laps9,laps10,laps11,attach1,attach2,attach3,mrcps1,mrcps2,mrcps3,mrcps4,aas1,aas2,aas3,aas4,aas5,aas6,aas7,aas8,aas9,aas10,animaluse1,animaluse2,caring1_1,caring1_2,caring2_1,caring2_2,caring3_1,caring3_2,character_conbeh1,character_conbeh2,character_perval1,character_perval2,character_soccon1,character_soccon2,character_valdiv1,character_valdiv2,competence_accomp1,competence_accomp2,competence_physcomp1,competence_physcomp2,competence_soccomp1,competence_soccomp2,confidence_appear1,confidence_appear2,confidence_posid1,confidence_posid2,confidence_selfworth1,confidence_selfworth2,connection_confam1,connection_confam2,connection_conneigh1,connection_conneigh2,connection_conpeer1,connection_conpeer2,connection_consch1,connection_consch2,contribution1_1,contribution1_2,contribution1_3,contribution1_4,contribution2_1,contribution2_2,contribution2_3,contribution2_4,contribution3_1,contribution3_2,contribution3_3,contribution3_4,cesd1,cesd2,cesd3,cesd4,cesd5,cesd6,cesd7,cesd8,cesd9,cesd10,cesd11,cesd12,cesd13,cesd14,cesd15,cesd16,cesd17,cesd18,cesd19,cesd20,stait1,stait2,stait3,stait4,stait5,stait6,stait7,stait8,stait9,stait10,stait11,stait12,stait13,stait14,stait15,stait16,stait17,stait18,stait19,stait20,isr1,isr2,isr3,isr4,isr5,isr6,isr7,isr8,isr9,isr10,isr11,isr12,isr13,isr14,isr15,isr16,isr17,isr18,esa,showanimals_yesno,showanimals_frequency,showanimals_level,ffa4h_membership,ffa4h_years,ffa4h_animal,ffa4h_responsibility,ffa4h_compassion,ffa4h_respect,gender,race - Latina/o/x or Hispanic or heritage from a Latin American country,race - African American/Black,race - Native American/American Indian/Indigenous,race - Middle Eastern/Arab/Turkish/Iranian,race - Asian/Asian American/Pacific Islander,race - White/European American,race - Biracial/multiracial,race - I would prefer not to answer,rural_urban,relationship,income,class_rank,major
CASNR_REP2,CASNR_REP2_45,2024-01-31T17:24:12Z,Yes,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,5,5,2,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4,4,4,5,5,1,NA,1,2,2,NA,NA,NA,NA,NA,2,4,4,2,4,3,4,2,4,3,4,4,4,4,2,4,4,4,3,2,4,3,3,3,4,3,4,4,4,5,4,4,4,4,4,4,3,4,2,4,4,4,1,1,5,1,3,3,1,1,2,NA,1,0,NA,NA,0,0,0,NA,1,0,0,NA,2,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,NA,NA,NA,NA,FFA,NA,Yes,NA,NA,NA,Woman/Female,1,NA,NA,NA,NA,NA,NA,NA,Rural,"Single, never married","Less than $10,000",Freshman,Animal Science
CASNR_REP2,CASNR_REP2_46,2024-01-31T18:23:21Z,Yes,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,2,5,0,7,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,1,1,1,1,1,NA,1,1,1,NA,NA,NA,NA,NA,1,1,3,4,3,1,4,1,4,1,5,5,4,4,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,3,2,4,5,4,3,0,1,1,0,2,3,0,3,0,NA,0,0,NA,NA,0,0,3,NA,2,0,0,NA,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,NA,NA,NA,NA,4H and FFA,NA,Yes,NA,NA,NA,Man/Male,NA,NA,NA,NA,NA,1,NA,NA,Rural,"Single, never married","$75,000 - $99,999",Freshman,Animal Science
CASNR_REP2,CASNR_REP2_47,2024-01-31T18:25:18Z,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,4,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,4,2,2,2,2,1,NA,1,1,2,NA,NA,NA,NA,NA,2,1,3,3,2,2,3,2,5,2,2,2,2,2,3,4,5,5,5,2,4,4,4,4,4,5,5,4,5,5,4,4,5,4,2,2,2,5,3,4,4,3,0,1,4,0,0,3,0,1,0,NA,2,0,NA,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1,1,NA,NA,NA,NA,FFA,NA,Yes,NA,NA,NA,Man/Male,NA,NA,NA,NA,NA,1,NA,NA,Rural,"Single, never married","$50,000 - $74,999",Senior,Agribusiness
CASNR_REP2,CASNR_REP2_48,2024-01-31T19:03:53Z,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,NA,5,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,5,5,4,4,3,NA,2,2,2,NA,NA,NA,NA,NA,3,1,5,5,5,5,5,3,3,4,2,2,2,2,3,4,3,3,2,1,3,2,3,3,2,3,3,3,2,3,4,4,3,4,3,4,4,4,4,5,4,4,0,2,4,0,3,4,2,2,2,NA,2,3,NA,NA,1,2,2,NA,2,3,2,NA,3,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,NA,NA,NA,NA,4H,NA,Yes,NA,NA,NA,Woman/Female,NA,NA,NA,NA,NA,1,NA,NA,Rural,Dating someone,"Less than $10,000",Freshman,Animal Science
CASNR_REP2,CASNR_REP2_49,2024-01-31T21:56:47Z,Yes,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,5,1,1,0,7,4,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,3,5,5,5,1,NA,1,2,1,NA,NA,NA,NA,NA,1,1,5,5,5,5,5,5,5,2,5,5,4,3,3,5,5,5,3,1,5,5,5,4,4,4,4,4,5,5,3,5,5,5,4,5,4,4,5,5,5,5,1,3,4,1,4,4,0,1,0,NA,0,0,NA,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,1,NA,NA,NA,NA,4H,NA,Yes,NA,NA,NA,Woman/Female,NA,NA,NA,NA,NA,1,NA,NA,Rural,Dating someone,"More than $150,000",Junior,Agribusiness
CASNR_REP2,CASNR_REP2_50,2024-01-31T22:15:02Z,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,NA,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,1,3,3,1,NA,1,2,1,NA,NA,NA,NA,NA,1,1,4,5,3,3,4,1,5,3,5,5,5,4,2,3,5,5,5,4,4,3,4,3,5,5,4,5,4,4,5,5,5,5,3,4,2,5,5,5,5,5,2,1,3,1,3,4,0,1,0,NA,2,0,NA,NA,0,2,1,NA,1,0,0,NA,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,NA,NA,NA,NA,FFA,NA,Yes,NA,NA,NA,Man/Male,NA,NA,NA,NA,NA,1,NA,NA,Rural,"Single, never married","$75,000 - $99,999",Sophomore,Animal Science; Mechanized systems Management
CASNR_REP2,CASNR_REP2_51,2024-01-31T22:44:43Z,Yes,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,4,0,9,3,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,3,5,3,1,NA,1,2,5,NA,NA,NA,NA,NA,3,3,5,4,5,5,5,3,5,2,5,5,5,3,3,5,4,5,5,3,4,3,3,3,5,5,4,5,5,5,5,5,5,5,5,5,2,4,3,4,5,4,1,1,3,0,4,4,0,1,0,NA,1,0,NA,NA,0,1,1,NA,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,0,1,1,0,1,0,1,1,0,1,1,1,1,NA,NA,NA,NA,4H,NA,Yes,NA,NA,NA,Woman/Female,NA,NA,NA,NA,NA,1,NA,NA,Urban-Small to Medium City,Dating someone,"More than $150,000",Freshman,Animal Science
CASNR_REP2,CASNR_REP2_52,2024-01-31T23:23:58Z,Yes,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,5,4,4,4,1,NA,1,2,3,NA,NA,NA,NA,NA,3,4,4,4,3,3,4,3,4,2,4,4,2,3,3,3,4,4,2,2,4,2,2,2,4,4,4,4,5,5,5,5,5,5,4,4,2,4,4,5,4,4,1,2,3,0,3,3,1,0,1,NA,0,0,NA,NA,0,1,1,NA,0,1,1,NA,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,NA,NA,NA,NA,4H and FFA,NA,Yes,NA,NA,NA,Woman/Female,NA,NA,NA,NA,NA,1,NA,NA,Rural,"Single, never married","$75,000 - $99,999",Junior,Agricultural education; Applied Science
CASNR_REP2,CASNR_REP2_53,2024-01-31T23:38:27Z,Yes,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,2,3,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,2,1,5,2,1,NA,1,1,1,NA,NA,NA,NA,NA,1,1,2,4,3,4,3,1,4,2,4,4,4,3,2,3,4,5,3,2,5,5,4,4,4,4,5,4,5,5,4,4,5,5,4,4,3,3,4,4,4,4,1,1,3,0,2,4,0,0,0,NA,3,0,NA,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,0,NA,NA,NA,NA,4H and FFA,NA,Yes,NA,NA,NA,Man/Male,1,NA,NA,NA,NA,NA,NA,NA,Rural,In a long-term relationship,"$100,000 - $149,999",Junior,Animal Science
CASNR_REP2,CASNR_REP2_54,2024-01-31T23:44:34Z,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3,0,3,NA,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,5,2,2,4,4,1,NA,1,2,1,NA,NA,NA,NA,NA,1,1,5,5,4,4,3,3,5,2,5,5,5,3,2,4,5,2,4,5,5,5,4,4,5,5,4,5,5,5,5,3,5,5,5,4,3,4,3,5,5,5,0,1,2,0,4,4,1,0,0,NA,0,0,NA,NA,0,0,2,NA,0,0,1,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,NA,NA,NA,NA,4H and FFA,NA,Yes,NA,NA,NA,Man/Male,NA,NA,NA,NA,NA,1,NA,NA,Rural,"Single, never married","$100,000 - $149,999",Sophomore,Animal Science; Pre-veterinary medicine
CASNR_REP2,CASNR_REP2_55,2024-01-31T23:58:33Z,Yes,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,1,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,3,3,2,3,1,NA,1,3,3,NA,NA,NA,NA,NA,2,2,5,4,5,5,5,5,3,2,4,4,4,4,2,2,4,5,4,3,5,3,3,3,4,4,4,4,4,3,2,2,5,5,3,3,2,4,5,4,3,5,1,1,4,0,3,3,1,1,1,NA,2,0,NA,NA,1,0,0,NA,0,1,0,NA,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,0,1,1,0,1,0,0,0,1,1,0,1,0,NA,NA,NA,NA,4H and FFA,NA,Yes,NA,NA,NA,Woman/Female,NA,NA,NA,NA,NA,1,NA,NA,Suburban,"Single, never married","More than $150,000",Freshman,Agricultural education; Animal Science
CASNR_REP2,CASNR_REP2_56,2024-02-01T01:56:22Z,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,5,3,2,NA,4,3,2,NA,NA,NA,NA,NA,2,2,4,5,2,4,3,2,4,1,4,5,2,4,3,3,3,5,5,5,4,3,4,3,3,4,2,3,2,4,4,4,5,5,3,2,2,4,2,4,4,5,0,0,2,0,3,4,1,1,0,NA,3,0,NA,NA,1,0,2,NA,0,1,0,NA,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,NA,NA,NA,NA,Neither,NA,NA,NA,NA,NA,Man/Male,NA,NA,NA,NA,NA,1,NA,NA,Urban-Small to Medium City,"Single, never married","$25,000 - $49,999",Junior,Applied Sciences
CASNR_REP2,CASNR_REP2_57,2024-02-01T15:40:02Z,Yes,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,2,4,5,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,4,4,4,4,1,NA,1,3,2,NA,NA,NA,NA,NA,2,2,4,4,3,4,5,3,4,3,4,5,4,4,2,2,4,4,4,3,5,3,3,2,4,5,4,4,5,5,4,4,5,5,4,5,1,5,4,4,5,4,0,0,2,0,3,4,0,0,0,NA,1,0,NA,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,NA,NA,NA,NA,4H and FFA,NA,Yes,NA,NA,NA,Man/Male,NA,NA,NA,NA,NA,1,NA,NA,Rural,Dating someone,"$100,000 - $149,999",Freshman,Agricultural economics
CASNR_REP2,CASNR_REP2_58,2024-02-01T17:45:45Z,Yes,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,0,1,1,4,3,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,5,5,4,5,1,NA,1,2,2,NA,NA,NA,NA,NA,2,2,4,4,4,4,4,2,4,2,4,5,4,3,2,4,4,4,3,3,5,5,4,4,5,5,5,4,4,5,5,5,5,5,4,5,2,4,4,4,5,4,0,1,3,0,2,4,0,1,0,NA,1,0,NA,NA,0,0,1,NA,0,0,0,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,0,0,1,0,1,0,0,1,1,1,0,1,1,NA,NA,NA,NA,FFA,NA,Yes,NA,NA,NA,Woman/Female,NA,NA,NA,NA,NA,1,NA,NA,Rural,Dating someone,I would prefer not to answer,Sophomore,Veterinary Science
CASNR_REP2,CASNR_REP2_59,2024-02-01T19:10:46Z,Yes,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chickens,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,4,5,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,3,4,4,2,3,1,NA,2,4,3,NA,NA,NA,NA,NA,3,4,5,4,4,4,5,3,4,2,4,4,4,2,2,2,5,4,4,2,2,2,3,2,4,4,3,4,5,5,4,3,5,5,4,4,2,4,3,5,4,4,0,1,4,0,3,4,0,1,0,NA,2,0,NA,NA,0,1,2,NA,0,0,0,NA,0,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,1,1,1,0,0,0,0,0,1,1,0,1,0,NA,NA,NA,NA,FFA,NA,Yes,NA,NA,NA,Woman/Female,NA,NA,NA,NA,NA,1,NA,NA,Rural,"Single, never married","$100,000 - $149,999",Freshman,Agricultural education
CASNR_REP2,CASNR_REP2_60,2024-02-01T23:16:38Z,Yes,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,2,5,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,3,3,4,3,1,NA,1,2,1,NA,NA,NA,NA,NA,1,2,4,5,5,4,4,3,5,1,5,5,4,4,3,3,4,4,3,3,4,3,3,3,5,5,5,4,5,5,4,4,5,5,4,4,3,5,5,5,5,5,0,2,5,0,0,3,0,0,0,NA,1,0,NA,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,NA,NA,NA,NA,4H,NA,No,NA,NA,NA,Man/Male,NA,NA,NA,NA,NA,1,NA,NA,Rural,Dating someone,"$100,000 - $149,999",Sophomore,Agribusiness
CASNR_REP2,CASNR_REP2_61,2024-02-02T00:12:59Z,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,4,0,5,NA,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,4,2,3,3,1,NA,1,3,3,NA,NA,NA,NA,NA,1,3,2,5,2,2,4,2,4,3,4,5,2,1,1,1,3,4,3,2,2,1,2,2,5,4,3,3,5,4,1,3,5,3,3,4,1,3,2,2,3,3,0,0,3,0,4,3,0,2,2,NA,1,1,NA,NA,2,0,2,NA,0,2,1,NA,0,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,1,1,1,1,0,1,0,1,0,1,0,0,1,0,NA,NA,NA,NA,4H and FFA,NA,Yes,NA,NA,NA,Woman/Female,NA,NA,NA,NA,NA,1,NA,NA,Rural,"Single, never married",I would prefer not to answer,Junior,Animal Science; ag communications
CASNR_REP2,CASNR_REP2_62,2024-02-02T17:16:29Z,Yes,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,0,2,4,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,4,4,5,4,4,1,NA,1,3,2,NA,NA,NA,NA,NA,2,1,3,4,4,3,3,3,5,2,4,5,4,3,2,3,3,4,2,1,4,3,3,3,5,5,4,4,5,5,4,2,4,5,4,2,2,1,4,4,3,3,0,0,4,0,3,4,1,2,1,NA,0,0,NA,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,4H,NA,Yes,NA,NA,NA,Woman/Female,NA,NA,NA,NA,NA,1,NA,NA,Suburban,In a long-term relationship,"Less than $10,000",Sophomore,Animal Science
CASNR_REP2,CASNR_REP2_63,2024-02-02T17:18:38Z,Yes,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,rabbit,NA,NA,NA,NA,NA,NA,NA,5,0,4,0,9,4,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,1,NA,1,4,3,NA,NA,NA,NA,NA,4,1,5,5,5,5,5,4,5,1,5,5,5,5,5,5,5,5,4,3,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,2,5,3,5,4,4,1,0,5,0,3,4,1,0,3,NA,1,0,NA,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,1,0,1,0,1,0,0,1,1,0,0,1,0,NA,NA,NA,NA,4H,NA,Yes,NA,NA,NA,Woman/Female,NA,NA,NA,NA,NA,1,NA,NA,Rural,"Single, never married",I would prefer not to answer,Freshman,Agribusiness
CASNR_REP2,CASNR_REP2_64,2024-02-02T17:28:53Z,Yes,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,3,2,0,5,4,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,2,1,3,4,1,NA,1,2,1,NA,NA,NA,NA,NA,1,1,3,4,3,4,3,2,4,2,2,4,2,2,3,4,5,5,5,4,5,4,5,4,5,3,4,2,5,5,5,4,5,5,4,2,2,5,5,5,4,5,1,2,4,0,4,4,1,0,1,NA,3,0,NA,NA,1,0,0,NA,1,1,0,NA,0,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,NA,NA,NA,NA,4H and FFA,NA,Yes,NA,NA,NA,Man/Male,NA,NA,NA,NA,NA,1,NA,NA,Rural,"Single, never married","$10,000 - $24,999",Freshman,Animal Science
CASNR_REP2,CASNR_REP2_65,2024-02-02T17:37:06Z,Yes,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,3,2,0,5,3,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3,3,3,1,3,1,NA,5,1,2,NA,NA,NA,NA,NA,2,1,4,4,4,4,4,4,4,2,2,2,3,2,2,2,5,3,4,3,5,4,4,2,5,5,5,4,4,4,4,4,5,5,3,3,3,4,3,4,4,3,1,1,3,1,2,3,0,0,0,NA,1,0,NA,NA,0,2,0,NA,1,0,1,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,NA,NA,NA,NA,4H and FFA,NA,Yes,NA,NA,NA,Man/Male,NA,NA,NA,NA,NA,1,NA,NA,Rural,"Single, never married","More than $150,000",Freshman,Animal Science
CASNR_REP2,CASNR_REP2_66,2024-02-02T17:45:59Z,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,4,0,6,NA,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,4,3,3,3,3,1,NA,2,2,2,NA,NA,NA,NA,NA,2,2,4,4,4,4,3,2,4,2,4,5,2,2,2,4,4,4,3,3,4,4,4,4,5,5,5,4,5,5,4,4,5,5,4,3,3,3,3,4,4,4,0,0,3,0,1,3,0,1,0,NA,1,0,NA,NA,0,1,1,NA,0,1,0,NA,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,0,0,0,1,0,1,0,1,1,1,0,0,1,1,NA,NA,NA,NA,Neither,NA,NA,NA,NA,NA,Woman/Female,NA,NA,NA,NA,NA,1,NA,NA,Urban-Big City,"Single, never married","$75,000 - $99,999",Junior,Animal Science
